Date,Company,Studio,Project,Category1,Category2,Country,Country_code,OS,Counterparty,Amount_USD
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Brazil,BRA,iOS,MainStore,126415.46189978215
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Argentina,ARG,iOS,MainStore,5197459.419925299
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Mexico,MEX,iOS,MainStore,285603.24006149446
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Austria,AUT,iOS,MainStore,261844.34571627583
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Israel,ISR,iOS,MainStore,206695.04856843766
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,Russia,RUS,iOS,MainStore,147148.6478282512
2021-11-30,White,White1,Whiteberry,Revenue,Mobile IAP,France,FRA,iOS,MainStore,1111389.0279515905
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,USA,USA,Andriod,SuperStore,712154.4395875835
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Japan,JPN,Andriod,SuperStore,188357.60680082225
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,China,CHN,Andriod,SuperStore,3035611.151861757
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Germany,DEU,Andriod,SuperStore,139742.4506002982
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Brazil,BRA,Andriod,SuperStore,170970.28658384018
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Argentina,ARG,Andriod,SuperStore,5849524.895029956
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Mexico,MEX,Andriod,SuperStore,314787.2032154911
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Austria,AUT,Andriod,SuperStore,264314.64737286564
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Israel,ISR,Andriod,SuperStore,232320.40639404897
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Russia,RUS,Andriod,SuperStore,190293.05763192312
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,France,FRA,Andriod,SuperStore,1260616.1049214138
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,USA,USA,iOS,MainStore,618556.4369434594
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Japan,JPN,iOS,MainStore,220358.21058142895
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,China,CHN,iOS,MainStore,2810802.705358858
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Germany,DEU,iOS,MainStore,159309.2281455666
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Brazil,BRA,iOS,MainStore,141045.61822370204
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Argentina,ARG,iOS,MainStore,5512873.053822422
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Mexico,MEX,iOS,MainStore,304074.1220416733
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Austria,AUT,iOS,MainStore,335868.4999592947
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Israel,ISR,iOS,MainStore,209926.9331354183
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,Russia,RUS,iOS,MainStore,147281.20467972424
2021-12-31,White,White1,Whiteberry,Revenue,Mobile IAP,France,FRA,iOS,MainStore,1066758.8371084516
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,,HyperAds,92528.76718900335
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,,HyperAds,26351.649318301377
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,,HyperAds,385974.9717873997
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,,HyperAds,19993.973531862794
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,,HyperAds,22599.13116779391
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,,HyperAds,743941.9548684111
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,,HyperAds,42520.6410298002
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,,HyperAds,46528.88509607702
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,,HyperAds,27498.035610838928
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,,HyperAds,19400.21943684388
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,,HyperAds,150926.642940905
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,,TopChart,36615.37863176475
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,,TopChart,6433.395161765722
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,,TopChart,148725.84580907083
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,,TopChart,9745.544105136622
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,,TopChart,10935.700238303223
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,,TopChart,291463.34470890474
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,,TopChart,16382.824028875928
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,,TopChart,16146.752919716302
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,,TopChart,8754.94036727205
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,,TopChart,7985.967889439057
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,,TopChart,58000.62707943324
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,,BubbleGum,22415.31941657823
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,,BubbleGum,3893.5126984216945
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,,BubbleGum,93930.46588784781
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,,BubbleGum,4188.743811749659
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,,BubbleGum,3831.580135680625
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,,BubbleGum,178820.7654705
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,,BubbleGum,10032.214320381
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,,BubbleGum,7789.427551075981
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,,BubbleGum,3946.0110214318242
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,,BubbleGum,5124.911544282197
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,,BubbleGum,41841.19149552575
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,,LockWood,22719.624366691016
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,,LockWood,3796.857534079145
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,,LockWood,91717.87222651497
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,,LockWood,6195.047921428678
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,,LockWood,7582.604154325842
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,,LockWood,178853.8197655786
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,,LockWood,11233.712779432324
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,,LockWood,8407.297293435453
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,,LockWood,5200.022863891089
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,,LockWood,7450.816036008504
2020-01-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,,LockWood,36310.45307491641
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,41193.883248290374
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,7514.463833544717
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,176456.1550127508
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,10275.879695978496
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,13155.155868266704
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,343742.8252280087
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,20990.914440072644
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,21145.175447442754
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,8246.060751830684
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,9447.367335311348
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,78227.44136770575
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,15556.820076204342
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,5369.95635759151
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,68029.80707389757
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,4709.996087038499
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,3543.0525801516615
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,129352.52949502005
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,5768.824350695844
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,6868.46968330182
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,3111.6630954024304
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,2872.9021017704627
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,27227.093177952043
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,9351.969107856923
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,2660.1597000107035
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,41094.66925488616
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,1919.131499652024
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,2398.8408554110624
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,79632.09744726047
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,4746.902302715768
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,4238.775413252162
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,1720.0210950492992
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,3194.201807904229
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,17981.54420082707
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,9605.939202729325
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,3065.512959317149
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,44576.023165190345
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,2694.8365586560017
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,3045.8795327188054
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,86057.93032300664
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,3911.1337557673637
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,4053.2387190137188
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,3625.2280609937243
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,2584.5483776551036
2020-02-29,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,19033.376551378456
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,48769.597879951594
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,15924.700433766324
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,226950.85838630245
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,18161.971723724942
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,18003.163870420554
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,436585.9897108143
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,18866.252805669887
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,24946.93877526025
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,15323.766849040521
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,10983.83412650065
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,79819.26437270439
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,17359.582945821894
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,4831.353863623093
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,83714.54838639856
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,3708.976530553459
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,4834.1682919471095
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,165462.43078809226
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,7916.269564771674
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,7004.5034063450275
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,5120.914903864415
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,5690.8788882496265
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,41426.32249435291
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,11544.76744049145
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,3021.5614912494107
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,54474.86942835979
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,4015.2801637689877
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,3687.8405862800514
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,103263.28671416924
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,4689.9776713736355
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,6085.876418825041
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,4121.69689892111
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,2827.5917744898393
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,21196.433300061137
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,12513.911062645177
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,3867.8976412843463
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,53336.17918349186
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,4335.182701650523
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,3433.4676654480145
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,103364.30924479973
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,6287.066212033797
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,4457.671491791394
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,2349.8403475484365
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,2989.598673067411
2020-03-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,21827.33641584708
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,41963.840657528395
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,13204.274558450303
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,173752.76633311692
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,10696.149608204982
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,10862.886267555494
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,331553.49581496656
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,15508.04798044712
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,14626.046935225348
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,13531.515450889541
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,7306.6014473189125
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,66551.20651526253
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,15957.402559647115
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,4783.196920274373
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,66621.23735900872
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,4644.708194045578
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,4027.500715695254
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,129288.35358432657
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,6989.656674613623
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,8099.771947746607
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,4128.848162769694
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,3969.8089222151366
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,26271.823528748657
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,9711.707407920765
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,2920.9787159040707
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,41193.83487932595
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,1683.4040769576006
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,2697.2292188306074
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,80160.96148744643
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,4110.1745955999495
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,4859.356577382803
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,3201.021722578534
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,2387.2396771342023
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,15155.057650302311
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,9578.9682626411
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,1723.656636410488
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,40834.36361888896
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,2675.990914869873
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,1914.770831013854
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,80183.266613838
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,4837.5679672890565
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,4731.491869389524
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,LockWood,2106.0055854778016
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,LockWood,2857.041498122585
2020-04-30,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,LockWood,16852.744533773133
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,HyperAds,74497.45663018776
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,HyperAds,23146.315136813813
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,HyperAds,343050.63790129946
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,HyperAds,20213.80750748683
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,HyperAds,14209.151922836068
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,HyperAds,657417.290541832
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,HyperAds,38250.613716816646
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,HyperAds,28476.002918044687
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,HyperAds,23484.301209257534
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,HyperAds,14466.661305968935
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,HyperAds,138142.07334330858
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,TopChart,30375.989993367086
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,TopChart,10377.296835950323
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,TopChart,129067.10944381647
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,TopChart,10249.515140501215
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,TopChart,8368.000135227825
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,TopChart,254660.40195961017
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,TopChart,11021.990603671506
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,TopChart,12525.614434758862
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,TopChart,9859.567064106057
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,TopChart,5826.166061846737
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,TopChart,54818.781187487584
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,BubbleGum,18822.094264363084
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,BubbleGum,5500.510967661957
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,BubbleGum,78344.57452696223
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,BubbleGum,4296.239185634974
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,BubbleGum,5705.982017865641
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,BubbleGum,156132.41622675376
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,BubbleGum,8905.746448287817
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,BubbleGum,6872.780409985033
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Israel,ISR,0,BubbleGum,5481.862782326939
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Russia,RUS,0,BubbleGum,6086.737194697257
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,France,FRA,0,BubbleGum,29903.76977617995
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,USA,USA,0,LockWood,16227.183993397679
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Japan,JPN,0,LockWood,4305.40299982482
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,China,CHN,0,LockWood,79587.65448322514
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Germany,DEU,0,LockWood,3728.8997743322902
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Brazil,BRA,0,LockWood,3319.256359222635
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Argentina,ARG,0,LockWood,154014.43733611147
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Mexico,MEX,0,LockWood,8832.760812660208
2020-05-31,White,White1,Whiteberry,Revenue,Revenue from Ads,Austria,AUT,0,LockWood,8418.176662697533
